,tweet,lemma
3062,"2020 colorado senator wanda ""woman"" j.a.m.e.s. justice and marijuana equals success!!!    metoo  …","['colorado', 'senator', 'wanda', 'woman', 'justice', 'marijuana', 'equal', 'success']"
3063,weinsteins version of watching your part in the new movie: repub-lick-on her g.o.p.(genitals or puy)  metoo,"['weinstein', 'version', 'watch', 'part', 'new', 'movie', 'repub', 'lick', 'genital', 'puy']"
3064,"any male who rapes any female shall be castrated automatically before serving prison time by the victim(s) remember male pedophiles(republican men) and the motto! ""masturbation b4 castration"" metoo","['male', 'rape', 'female', 'shall', 'castrate', 'automatically', 'serve', 'prison', 'time', 'victim', 'remember', 'male', 'pedophile', 'republican', 'man', 'motto', 'masturbation', 'castration']"
3065,metoo sounded the cry of the democrats war battle cry as virginia mobilized and quickly defeated satans army(the repub-lie-cons)....now the womens march is about to stomp the livin bejesuses out of you lyin fake ass christians. ( the new resistance emoji badge) …,"['sound', 'cry', 'democrat', 'war', 'battle', 'cry', 'virginia', 'mobilize', 'quickly', 'defeat', 'satan', 'army', 'repub', 'lie', 'con', 'women', 'march', 'stomp', 'livin', 'bejesus', 'lyin', 'fake', 'as', 'christian', 'new', 'resistance', 'badge']"
3066,states that: any male who rapes any female shall be castrated automatically before serving prison time by the victim(s). metoo    …,"['state', 'male', 'rape', 'female', 'shall', 'castrate', 'automatically', 'serve', 'prison', 'time', 'victim']"
3067,"metoo    when your goals are ""high"" enough to reach your dreams... they come true. by imajin thatpic.","['goal', 'high', 'enough', 'reach', 'dream', 'come', 'true', 'imajin', 'thatpic']"
3068,americans r protesting against the present temporary less treasonous racist savage anti-feminine murderous demonic lyin ass morons in our govt! metoo  …,"['american', 'protest', 'present', 'temporary', 'less', 'treasonous', 'racist', 'savage', 'anti', 'feminine', 'murderous', 'demonic', 'lyin', 'ass', 'moron', 'govt']"
3069,we ask for the power of virginians to help retweet this msg to inform america of how supports racism in the worst way!    metoo  …,"['ask', 'power', 'virginian', 'help', 'retweet', 'msg', 'inform', 'america', 'support', 'racism', 'bad', 'way']"
3070,so does help us spread the word.(this msg is for real american islands) racist corrupt businesses no matter how popular they are....must be held accountable if america is to grow. metoo    …pic.,"['help', 'spread', 'word', 'msg', 'real', 'american', 'island', 'racist', 'corrupt', 'business', 'matter', 'popular', 'must', 'hold', 'accountable', 'america', 'grow', 'pic']"
3071,hate to inform those on this tweet but this country is a democracy. just ask virginians!! metoo  female rise movement 2020pic.,"['hate', 'inform', 'tweet', 'country', 'democracy', 'ask', 'virginian', 'female', 'rise', 'movement', 'pic']"
3072,metoo  …,[]
3073,leaving just us. alone. breathing with ..he desecrates anything feminine...including mother earth  metoo,"['leave', 'alone', 'breathing', 'desecrate', 'anything', 'feminine', 'include', 'mother', 'earth']"
3074,metoo unite!pic.,"['unite', 'pic']"
3075,itll be in the negatives by the end of 2018! were working on lowering that $ hit by the nanoseconds!!!retweet if ya feels me! metoo,"['will', 'negative', 'end', 'work', 'lower', 'hit', 'nanosecond', 'retweet', 'feel']"
3076,metoo pic.,['pic']
3077,weinstein is now a household brand name for rapists. ex. did he weinstein her? she was weinsteined by k spacey. metoo,"['weinstein', 'household', 'brand', 'name', 'rapist', 'weinstein', 'weinsteined', 'spacey']"
3078,plot twist: once you find that man who violently raped your mother he says... metoo pic.,"['plot', 'twist', 'find', 'man', 'violently', 'rap', 'mother', 'say', 'pic']"
3079,this ancient cowardly bs needs to end now. no excuses men. we should really be ashamed. how would u feel if a man raped your mother? metoo …,"['ancient', 'cowardly', 'need', 'end', 'excuse', 'man', 'really', 'ashamed', 'would', 'feel', 'man', 'rap', 'mother']"
3080,metoo        …,[]
3081,where are the real men!?! metoo love her protect her listen to her worship her provide for her give her space stop controlling her! …,"['real', 'man', 'love', 'protect', 'listen', 'worship', 'provide', 'give', 'space', 'stop', 'control']"
3082,any male that rapes another female shall be castrated automatically before serving prison time. retweet 4 support! metoo  …,"['male', 'rape', 'female', 'shall', 'castrate', 'automatically', 'serve', 'prison', 'time', 'retweet', 'support']"
3083,which states.. any male who rapes another female shall be castrated automatically before serving prison time. metoo,"['state', 'male', 'rape', 'female', 'shall', 'castrate', 'automatically', 'serve', 'prison', 'time']"
3084,will congress vote 2 pass the weinstein act? any man who rapes a woman shall be castrated automatically before serving prison time metoo rtpic.,"['congress', 'vote', 'pass', 'act', 'man', 'rape', 'woman', 'shall', 'castrate', 'automatically', 'serve', 'prison', 'time', 'rtpic']"
3085,weinstein act states: any man who rape any woman shall be castrated automatically before serving prison time. metoo women deservepic.,"['act', 'state', 'man', 'rape', 'woman', 'shall', 'castrate', 'automatically', 'serve', 'prison', 'time', 'woman', 'deservepic']"
3086,hopefully more women endorse the weinstein act...any male who rapes a woman shall be castrated before serving prison time. metoo justicepic.,"['hopefully', 'woman', 'endorse', 'act', 'male', 'rape', 'woman', 'shall', 'castrate', 'serve', 'prison', 'time', 'justicepic']"
3087,thank u we knew there were some brave women out there! hell tv reported 12 million plus entries for metoo 2 women so far!pic.,"['thank', 'know', 'brave', 'woman', 'hell', 'tv', 'report', 'entry', 'woman', 'far', 'pic']"
3088,the weinstein act should be treated like it was metoo because sharing your story should also accommodate sharing justice to be served.pic.,"['act', 'treat', 'share', 'story', 'also', 'accommodate', 'sharing', 'justice', 'serve', 'pic']"
3089,"mustve had her heart broken when she went 2 cali chasing her dreams 2 become a ""weinstein"" moviestar. did u share ur metoo story as well?pic.","['must', 'have', 'heart', 'break', 'go', 'cali', 'chasing', 'dream', 'become', 'moviestar', 'share', 'story', 'pic']"
3090,we support the installation of the weinstein castration act? male rapes would decline if not disappear. stop being punks & retweet. metoo,"['support', 'installation', 'weinstein', 'castration', 'act', 'male', 'rape', 'would', 'decline', 'disappear', 'stop', 'punk', 'retweet']"
3091,metoo on behalf of realmenpic.,"['behalf', 'realmenpic']"
3092,our hearts ache heavily knowing the pain our gender has caused you goddesses. those of us real men wish we could turn back time. metoo,"['heart', 'ache', 'heavily', 'know', 'pain', 'gender', 'cause', 'goddess', 'real', 'man', 'wish', 'could', 'turn', 'time']"
3093,we empathize immensely & apologize 2 all women raped by the weakest men of our gender. male castration should b punishment 4 rapers. metoo,"['empathize', 'immensely', 'apologize', 'woman', 'rap', 'weak', 'man', 'gender', 'male', 'castration', 'punishment', 'raper']"
3094,metoo …,[]
3095,metoo,[]
3096,sorayachemaly says we must take metoo beyond work  to help girls challenge,"['sorayachemaly', 'say', 'must', 'take', 'work', 'help', 'girl', 'challenge']"
3097,take metoo beyond work  to help girls challenge sexism,"['take', 'work', 'help', 'girl', 'challenge', 'sexism']"
3098,soraya chemaly on taking metoo beyond work harassment as we help girls process & move forward with power to...,"['soraya', 'chemaly', 'take', 'work', 'harassment', 'help', 'girl', 'process', 'move', 'forward', 'power']"
3099,- your tweet re: tarana burke so important to set the record straight on metoo and credit amazing,"['tarana_burke', 'important', 'set', 'record', 'straight', 'credit', 'amazing']"
3100,- thank you for helping to set the record straight re: metoo and its herstory.,"['thank', 'help', 'set', 'record', 'straight', 'herstory']"
3101,look whos metoo tweet is in this story!,"['look', 'who', 's', 'tweet', 'story']"
3102,important to credit tarana burke with original use 10 yrs ago of metoo hashtag. and her work all these years. in...,"['important', 'credit', 'original', 'yrs', 'ago', 'hashtag', 'work', 'year']"
3103,thank you for starting the so powerful metoo hashtag.,"['thank', 'start', 'powerful', 'hashtag']"
3104,just so were clear metoo was started by a black woman + the stories  via,"['clear', 'start', 'black_woman', 'story']"
3105,watch out for russian trolls following metoo posts. help each other. …,"['watch', 'russian', 'troll', 'follow', 'post', 'help']"
3106,watch out for russian trolls following metoo posts. help each other,"['watch', 'russian', 'troll', 'follow', 'post', 'help']"
3107,metoo for all of us whove been sexually harasse how many we are.,"['who', 'have', 'sexually', 'harasse', 'many']"
3108,its a huge turning point with women refusing be controlled by their pasts. how about supporting us in   metoo,"['huge', 'turning', 'point', 'woman', 'refuse', 'control', 'past', 'support']"
3109,so many  are long past their cancellation date as    metoo …,"['many', 'long', 'past', 'cancellation', 'date']"
3110,he deserves this everywhere he goes. also and metoo …,"['deserve', 'everywhere', 'go', 'also']"
3111,its certainly time for trump to have to answer for his horrendous actions as a harasse  metoo …,"['certainly', 'time', 'trump', 'answer', 'horrendous', 'action', 'harasse']"
3112,- im one. - do a better job!add metoo if anyone has sexually  you.,"['be', 'good', 'job', 'add', 'anyone', 'sexually']"
3113,im so sorry. metoo,"['be', 'sorry']"
3114,metoo some thoughtspic.,['thoughtspic']
3115,metoo …,[]
3116,. on lovett or leave it sums up metoo and the self-doub dissonance many (myself included) have experienced. so good,"['lovett', 'leave', 'sum', 'self', 'doub', 'dissonance', 'many', 'include', 'experienced', 'good']"
3117,text i just received from a guy friend. i have some good ones: the metoo stuff has me thinking would it be better if i offer a girl (,"['text', 'receive', 'guy', 'friend', 'good', 'one', 'stuff', 'thinking', 'would', 'better', 'offer', 'girl']"
3118,a great read metoo,"['great', 'read']"
3119,enjoyed your interview on pbs newshour metoo,"['enjoy', 'interview', 'pbs', 'newshour']"
3120,accepting lifetime achievement award nbc’s andrea mitchell says metoo and i say metoo,"['accept', 'lifetime', 'achievement', 'award', 'nbc', 'andrea', 'mitchell', 'say', 'say']"
3121,metoo …,[]
3122,amid metoo former soviet gymnast tatiana gutsu accuses fellow olympic gold medalist of rape. …,"['former', 'soviet', 'gymnast', 'tatiana', 'gutsu', 'accuse', 'fellow', 'olympic', 'gold', 'medalist', 'rape']"
3123,metoo for 3 years i fostered sexually abused teen girls incested by their fathers. one had a baby by him. i couldnt take it!,"['year', 'foster', 'sexually', 'abuse', 'teen', 'girl', 'incest', 'father', 'baby', 'take']"
3124,metoo with a dentist. that happened to me. wtf? im so sorry. its so violating. …,"['dentist', 'happen', 'wtf', 'be', 'sorry', 'violating']"
3125,indeed! metoo,['indeed']
3126,neither do i. ive asked around. and i am 66. :( i was forced into a car against my will. no is a complete sentence! metoo …,"['have', 'ask', 'around', 'force', 'car', 'complete', 'sentence']"
3127,metoo i got a bunch of stories but you dont need to know the graphic details. i dont know any woman who doesnt have at least one.,"['get', 'bunch', 'story', 'ne', 'know', 'graphic', 'detail', 'know', 'woman', 'least']"
3128,my dentist rubbed my nipples when i was 14. he smelled of liquor and rested his tools on my chest instead of the tray. metoo traumatic! …,"['dentist', 'rub', 'nipple', 'smell', 'liquor', 'rest', 'tool', 'chest', 'instead', 'tray', 'traumatic']"
3129,i am embarrassed too often by my gender. i am deeply sorry for your metoo and want you to know that  and will never stand idle.,"['embarrass', 'often', 'gender', 'deeply', 'want', 'know', 'never', 'stand', 'idle']"
3130,metoo,[]
3131,proud of  started many more conversations than will make it 2 print but will lead 2 change. …,"['proud', 'start', 'many', 'conversation', 'make', 'print', 'lead', 'change']"
3132,imagine all the voices non-disclosure agreements silence... metoo,"['imagine', 'voice', 'non', 'disclosure', 'agreement', 'silence']"
3133,metoo,[]
3134,mckayla maroney saying metoo is eye opening - yahoo sports …,"['mckayla', 'maroney', 'say', 'eye', 'open', 'yahoo', 'sport']"
3135,metoo,[]
3136,metoo i was sixteen. the first time.,"['first', 'time']"
3137,opinion | a metoo for clueless men …,"['opinion', 'clueless', 'man']"
3138,metoo …,[]
3139,metoo …,[]
3140,metoo,[]
3141,reminder: it’s not men. it’s not women. it’s power. bad bosses exploiters clergy doctors — all stripes and colors. metoo,"['reminder', 'man', 'woman', 'power', 'bad', 'boss', 'exploiter', 'clergy', 'doctor', 'stripe', 'color']"
3142,all industries all genders all ages all stripes & colors of power. badges wealth authority religion: power is the corruptor. metoo,"['industry', 'gender', 'age', 'stripe', 'color', 'power', 'badge', 'wealth', 'authority', 'religion', 'power', 'corruptor']"
3143,reminder: it’s not men. it’s not women. it’s power. bad bosses exploiters clergy doctors — all stripes and colors. metoo,"['reminder', 'man', 'woman', 'power', 'bad', 'boss', 'exploiter', 'clergy', 'doctor', 'stripe', 'color']"
3144,… timeless and powerful. it is in the basis of a few carefully selected verses that many men justify vile acts. metoo,"['timeless', 'powerful', 'basis', 'carefully', 'select', 'verse', 'many', 'man', 'justify', 'vile', 'act']"
3145,"""...trending worldwide...calgary to cairo...paris to perth. "" after weinstein women around world are saying metoo  …pic.","['trend', 'worldwide', 'calgary', 'cairo', 'paris', 'perth', 'weinstein', 'woman', 'world', 'say', 'pic']"
3146,metoo still top trendg. men its not ok 2 remain silent when u see or are being told a brag story of  teach ur sons too. …,"['still', 'top', 'trendg', 'man', 'remain', 'silent', 'see', 'tell', 'brag', 'story', 'teach', 'son']"
3147,trending: metoo stories of sexual harassment or sexual assault. and yes metoo …,"['trend', 'story', 'sexual', 'harassment', 'sexual', 'assault']"
3148,onko miehet vetäneet herneet nenään metoo …,"['onko', 'miehet', 'vetaneet', 'herneet', 'nenaan']"
3149,metoo first time i remember feeling threatene was at my job at a movie theatre in indy. i was 16. and scared. he was my boss.,"['first', 'time', 'remember', 'feel', 'job', 'movie', 'theatre', 'indy', 'scared', 'boss']"
3150,metoo,[]
3151,low down sorry media. misogynistic hate speech.. should we get assaulted  raped but keep silent to please our lord & masters? we refuse to b victims! metoo …,"['low', 'sorry', 'medium', 'misogynistic', 'hate', 'speech', 'get', 'assault', 'rap', 'keep', 'silent', 'lord', 'master', 'refuse', 'victim']"
3152,metoo,[]
3153,metoo,[]
3154,i’m so sorry this happened to you. so  of you to share your truth. metoo,"['happen', 'share', 'truth']"
3155,metoo,[]
3156,metoo …,[]
3157,yes!!! a strong man would  always! metoo,"['strong', 'man', 'would', 'always']"
3158,thank you my dear lady for reaching out & telling your story. you are very  bless you! thank you from every part of my metoo,"['thank', 'dear', 'lady', 'reach', 'tell', 'story', 'bless', 'thank', 'part']"
3159,thank you i stayed strong & refused to quit & give up. i almost did. i stayed for all women! i’m a fighter & survivor tho not easy! metoo,"['thank', 'stay', 'strong', 'refuse', 'quit', 'give', 'almost', 'stay', 'woman', 'fighter', 'survivor', 'tho', 'easy']"
3160,i am very proud of you! i stand with you right beside you! metoo,"['proud', 'stand', 'right']"
3161,i was  too. my own reps wouldn’t help & wouldn’t defend me. i lost my job few times & blacklisted for  metoo,"['rep', 'help', 'defend', 'lose', 'job', 'time', 'blacklist']"
3162,oh my my heart breaks for you i have several stories of my own too painful & personal to detail on twitter. stay strong girl metoo,"['heart', 'break', 'several', 'story', 'painful', 'personal', 'detail', 'twitter', 'stay', 'strong', 'girl']"
3163,metoo sadly many times on jobs. i work construction 19yrs a world dominate by men male boss expected favors to keep my job,"['sadly', 'many', 'time', 'job', 'work', 'construction', 'yrs', 'world', 'dominate', 'man', 'male', 'boss', 'expect', 'favor', 'keep', 'job']"
3164,metoo,[]
3165,metoo,[]
3166,metoo,[]
3167,don’t get swept away by metoo regarding sexual assault  … via,"['get', 'sweep', 'away', 'regard', 'sexual', 'assault']"
3168,metoo,[]
3169,metoo so my daughters never have to go through what i went through.,"['daughter', 'never', 'go', 'go']"
3170,thank you  metoo …,['thank']
3171,metoo,[]
3172,my thoughts exactly. we have a long way to go. metoo,"['thought', 'exactly', 'long', 'way', 'go']"
3173,instead of metoo french women say out your pig,"['instead', 'french', 'woman', 'say', 'pig']"
3174,metoo …,[]
3175,men: almost every woman i know and follow has been sexually harassed by you. what the fuck? metoo,"['man', 'almost', 'woman', 'know', 'follow', 'sexually_harass', 'fuck']"
3176,support metoo to confront sex harassment in dc. …,"['support', 'confront', 'sex', 'harassment']"
3177,chided by coworkers in the moment for vocally rejecting blatant bad behavior chided by leaders after for not being more vocal metoo,"['chide', 'coworker', 'moment', 'vocally', 'reject', 'blatant', 'bad', 'behavior', 'chide', 'leader', 'vocal']"
3178,"remember: so many women could say metoo but are silenced by trauma skewe perceptions of ""normal "" or other reasons","['remember', 'many', 'woman', 'could', 'say', 'silence', 'trauma', 'skewe', 'perception', 'normal', 'reason']"
3179,sexual predator just like that harvey guy! metoo,"['sexual', 'predator', 'harvey', 'guy']"
3180,...me too...58 women so far there’s a press conference this afternoon though.... metoo …,"['woman', 'far', 'press', 'conference', 'afternoon']"
3181,hollywood knew so did his company! $1m for each inciden when are the men going to speak out? or stop this? metoo,"['hollywood', 'know', 'company', 'inciden', 'man', 'go', 'speak', 'stop']"
3182,"metoo weve all been abused by the ""locker room in chief"" on a daily basis.","['have', 'abuse', 'locker', 'room', 'chief', 'daily', 'basis']"
3183,"metoo this hashtag shows how the ""locker room in chief"" and his cronies are so glaringly ugly. america deserves better.","['hashtag', 'show', 'locker', 'room', 'chief', 'crony', 'glaringly', 'ugly', 'america', 'deserve', 'good']"
3184,metoo …,[]
3185,"metoo ...at 11 when i didnt want to be his girl. first hs dance groped bc ""boys will b boys""...my first ""boyfriend"" ...my college friend.","['want', 'girl', 'first', 'dance', 'grope', 'bc', 'boy', 'boy', 'first', 'boyfriend', 'college', 'friend']"
3186,james woods named by actress elizabeth perkins at metoo rally  … via,"['james_wood', 'name', 'actress', 'elizabeth_perkin', 'rally']"
3187,seven years ago tonight i survived. i wont tell you it gets easier. what i can say is this: you will rise up. you are more powerful than you know and you will become stronger than you ever thought imaginable. im a survivor. you are too. metoo,"['years_ago', 'tonight', 'survive', 'tell', 'get', 'easy', 'rise', 'powerful', 'know', 'become', 'strong', 'ever', 'think', 'imaginable', 'be', 'survivor']"
3188,thank you ive had more friends come forward with their stories this week than ever before. metoo has helped us find our strength and dignity. the woman behind metoo knew the power of the phrase 10 years ago:  … via,"['thank', 'have', 'friend', 'come_forward', 'story', 'week', 'ever', 'help', 'find', 'strength', 'dignity', 'woman', 'know', 'power', 'phrase', 'years_ago']"
3189,you are not alone. we are not alone. together stronger we can make this world a better place. metoo,"['alone', 'alone', 'together', 'strong', 'make', 'world', 'good', 'place']"
3190,. trash like u is what allows culture of sexual assault to continue & remain hidden! well we will not stand for it anymore! if you make statements like this (blaming the victim) then you condone it or must be an ignorant fool!   metoo,"['trash', 'allow', 'culture', 'sexual', 'assault', 'continue', 'remain', 'hide', 'well', 'stand', 'anymore', 'make', 'statement', 'blame', 'victim', 'condone', 'must', 'ignorant', 'fool']"
3191,as a childhood and teen sexual assault survivor & are my new heroes.  metoo,"['childhood', 'teen', 'sexual', 'assault', 'survivor', 'new', 'hero']"
3192,"i have had many metoo experiences....once on a job interview the male interviewer complimented me then asked ""do you want to fool around? …","['many', 'experience', 'job', 'interview', 'male', 'interviewer', 'compliment', 'ask', 'want', 'fool', 'around']"
3193,what about the ones being hurt waiting a year or so for him to make money off a movie.  matters metoo,"['one', 'hurt', 'wait', 'year', 'make', 'money', 'movie', 'matter']"
3194,they may be destroying a young girls life right now. and you have the juice to stop it. think about that. metoo,"['may', 'destroy', 'young', 'girl', 'life', 'right', 'juice', 'stop', 'think']"
3195,metoo …,[]
3196,you just pulled your own covers bot! vlad needs better programmers obviously you are the bot. read my bio sweet cheeks! metoo and  hate bots and pedos!  so here this for you you russian pros understand paid peeing assignments right?pic.,"['pull', 'cover', 'bot', 'vlad', 'need', 'good', 'programmer', 'obviously', 'bot', 'read', 'bio', 'sweet', 'cheek', 'hate', 'bot', 'pedo', 'russian', 'pro', 'understand', 'pay', 'pee', 'assignment', 'right', 'pic']"
3197,the election of an admitted womanizing sexual predator to the highest office in the land has awoken strong women every where. heres to strong women! may we know them. may we be them. may we raise them.   metoo,"['election', 'admit', 'womanize', 'sexual', 'predator', 'high', 'office', 'land', 'awake', 'strong', 'woman', 'here', 'strong', 'woman', 'may', 'know', 'may', 'may', 'raise']"
3198,metoo …,[]
3199,this!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! metoo …,[]
3200,what she said! metoo,['say']
3201,has a new hashtag  and since fox and hannity want to give a child molester a platform they need to be taken off the air! should be pulling all their licenses     metoo,"['new', 'hashtag', 'fox', 'hannity', 'want', 'give', 'child', 'molester', 'platform', 'need', 'take', 'air', 'pull', 'license']"
3202,important read. ‘my pain is everyday’-after weinstein’s fall trump accusers wonder: why not him? metoo  …pic.,"['important', 'read', 'pain', 'everyday', 'weinstein', 'fall', 'trump', 'accuser', 'wonder', 'pic']"
3203,sexual assault is not just a womens issue. its a human issue. metoo,"['sexual', 'assault', 'women', 'issue', 'human', 'issue']"
3204,metoo …,[]
3205,heartbreaking alarming trend. kudos to for calling it out and giving women a voice via metoo,"['heartbreak', 'alarm', 'trend', 'kudo', 'call', 'give', 'woman', 'voice']"
3206,metoo,[]
3207,metoo   has some fucking nerve undermining his 1 black victim &not contradicting his multiple white victims,"['fuck', 'nerve', 'undermine', 'black', 'victim', 'contradict', 'multiple', 'white', 'victim']"
3208,training men and boys to honor women in the age of metoo …,"['train', 'man', 'boy', 'honor', 'woman', 'age']"
3209,metoo,[]
3210,and because theres so many things that ive learned to ignore that they almost dont register anymore. metoo …,"['there', 's', 'many', 'thing', 'have', 'learn', 'ignore', 'almost', 'register', 'anymore']"
3211,metoo …,[]
3212,dear survivor you don’t owe anybody your story. it’s okay if your metoo is silent,"['dear', 'survivor', 'owe', 'anybody', 'story', 'silent']"
3213,metoo and now my 14 year old daughter gets catcalled and harassed in the hallways of her high school. every day,"['year', 'old', 'daughter', 'get', 'catcall', 'harass', 'hallway', 'high_school', 'day']"
3214,metoo more times than i can count. starting when i was 12.,"['time', 'count', 'start']"
3215,why havent you got a metoo story??..feeling left out?? you are fucking nuts...more and more every day,"['get', 'story', 'feeling', 'leave', 'fuck', 'nut', 'day']"
3216,i thought i understood how pervasive sexual harassment is. metoo taught me i was wrong. …,"['think', 'understand', 'pervasive', 'sexual', 'harassment', 'teach', 'wrong']"
3217,hey you’re intern said metoo  …,"['intern', 'say']"
3218,so you’re going to go there? discredit the accuser? ladies how many of you have been sexually harassed or assaulted multiple times? metoo,"['go', 'go', 'discredit', 'accuser', 'lady', 'many', 'sexually_harass', 'assault', 'multiple', 'time']"
3219,please tell me you’re not dismissing accusers of sexual assault based on the “fake news” line? this metoo movement has absolutely nothing to do with politics. it’s about holding sexual abusers accountable. even if they’re politicians or famous hollywood stars. everyone.,"['tell', 'dismiss', 'accuser', 'sexual', 'assault', 'base', 'fake', 'news', 'line', 'movement', 'absolutely', 'nothing', 'politic', 'hold', 'sexual', 'abuser', 'accountable', 'even', 'politician', 'famous', 'hollywood', 'star', 'everyone']"
3220,i was nearly kid napped from a group of men sexually harassing me at a public park. thankfully i had some feisty friends with me. metoo,"['nearly', 'kid', 'nap', 'group', 'man', 'sexually', 'harass', 'public', 'park', 'thankfully', 'feisty', 'friend']"
3221,me too. metoo,[]
3222,me too! metoo,[]
3223,‘me too’ survivor’s march to take place in hollywood - metoo i dont believe 99% of these people. it happened years ago decades ago.,"['survivor', 'march', 'take', 'place', 'hollywood', 'believe', 'people', 'happen', 'decade', 'ago']"
3224,‘me too’ survivor’s march to take place in hollywood  … via,"['survivor', 'march', 'take', 'place', 'hollywood']"
3225,metoo innocent until proven guilty i say. if the accused admits the crime then fine but if not and happened 10 20 30 40 years ago then prove it in court. this trial by media is bs. by-the-way you look nice in that dress.,"['innocent', 'prove', 'guilty', 'say', 'accuse', 'admit', 'crime', 'fine', 'happen', 'prove', 'court', 'trial', 'medium', 'way', 'look', 'nice', 'dress']"
3226,"""if you listen carefully you can almost hear millions of women screaming. it sounds fine. it sounds like the world changing. i’m hopeful again."" metoo","['listen', 'carefully', 'almost', 'hear', 'million', 'woman', 'scream', 'sound', 'fine', 'sound', 'world', 'change', 'hopeful']"
3227,metoo,[]
3228,women of congress share metoo stories  …,"['woman', 'congress', 'share', 'story']"
3229,in all of my life it has never been as bad as the past 12 months of trump. he has empowered assholes to harass --- with impunity. metoo,"['life', 'never', 'bad', 'past', 'month', 'trump', 'empower', 'asshole', 'harass', 'impunity']"
3230,metoo . . .  …,[]
3231,louis ck roy moore and a glimpse into how metoo might end | jessica valenti …,"['louis', 'ck', 'roy_moore', 'glimpse', 'may', 'end', 'jessica', 'valenti']"
3232,how anita hill forever changed the way we talk about   metoo,"['anita_hill', 'forever', 'change', 'way', 'talk']"
3233,metoo,[]
3234,metoo,[]
3235,metoo,[]
3236,that sound was my palm smacking my forehead............it is 2017!!!  metoo,"['sound', 'palm', 'smacking', 'forehead']"
3237,amen!! metoo,[]
3238,metoo,[]
3239,it’s waaay more than half- and how many of us have been assaulte more than once? metoo,"['waaay', 'half', 'many', 'assaulte']"
3240,"if all women who have been sexually harasse wrote ""me too"" we might get a sense of the magnitude of the problem. metoo","['woman', 'sexually', 'harasse', 'write', 'may', 'get', 'sense', 'magnitude', 'problem']"
3241,metoo,[]
3242,the  hashtag is metoo on a whole new level. this is not as isolated as is want to believe but what is more apparent women and girls who speak out almost always have their credibility questioned. and thats a problem we can no longer ignore.,"['hashtag', 'whole', 'new', 'level', 'isolate', 'want', 'believe', 'apparent', 'woman', 'girl', 'speak', 'almost', 'always', 'credibility', 'question', 's', 'problem', 'longer', 'ignore']"
3243,truly vile and astounding that is still employed for victim shaming!!! demand fire him asap!! we all know if it was cnn they would demand it!!! enough!! metoo,"['truly', 'astounding', 'still', 'employ', 'victim', 'sham', 'demand', 'fire', 'know', 'would', 'demand', 'enough']"
3244,thank you jack!! metoo,"['thank', 'jack']"
3245,metoo,[]
3246,retweet if standing on your head has given you strength metoo    …,"['retweet', 'stand', 'head', 'give', 'strength']"
3247,metoo moves from social media to the streets with march in hollywood on sunday !  …,"['move', 'social_media', 'street', 'march', 'hollywood', 'sunday']"
3248,this photographer posted a graphic selfie of her beating to tell the world metoo,"['photographer', 'post', 'graphic', 'selfie', 'beat', 'tell', 'world']"
3249,clear case of predatory sexual behavior. metoo,"['clear', 'case', 'predatory', 'sexual', 'behavior']"
3250,crazy fox news puppets are repeating hannitys horrible justifications for pedophilia. applaud gop representatives that are putting country and honor before party.  metoo,"['crazy', 'fox_new', 'puppet', 'repeat', 'hannity', 'horrible', 'justification', 'pedophilia', 'applaud', 'gop', 'representative', 'put', 'country', 'honor', 'party']"
3251,. good god! now sexual abuse is about voter suppression. how does his mind work?????  metoo,"['good', 'sexual', 'abuse', 'voter', 'suppression', 'mind', 'work']"
3252,. did ed henry date 14 year olds? is this a thing in alabama? cringing the crazy awkward experiences in my memory - sexual predators on notice!  metoo,"['ed', 'henry', 'date', 'year', 'old', 'thing', 'alabama', 'cringe', 'crazy', 'awkward', 'experience', 'memory', 'sexual', 'predator', 'notice']"
3253,. now the gop feels that roy moore is the victim. no wonder they waited 40 years! metoo,"['feel', 'roy_moore', 'victim', 'wonder', 'wait', 'year']"
3254,. this 50 something year old women applauds the women that have the courage to come forward. ed henry is the reason they never came forward. metoo,"['something', 'year', 'old', 'woman', 'applaud', 'woman', 'courage', 'come_forward', 'ed', 'henry', 'reason', 'never', 'come', 'forward']"
3255,not a good time to be a serial sexual abuser. there is a crescendo of i am not going to take this shit anymore. metoo,"['good', 'time', 'serial', 'sexual', 'abuser', 'crescendo', 'go', 'take', 'shit', 'anymore']"
3256,how the weinstein scandal unleashed a tsunami metoo  …pic.,"['scandal', 'unleash', 'pic']"
3257,… metoo,[]
3258,… metoo,[]
3259,“there is no doubt that having an accused sexual predator in the white house is hanging over this”  metoo,"['doubt', 'accuse', 'sexual', 'predator', 'white_house', 'hanging']"
3260,women flood social media with me too message on sexual harassment and assault metoo …,"['woman', 'flood', 'social_media', 'message', 'sexual', 'harassment', 'assault']"
3261,metoo sexually harassed in the workplace as a college intern again as a professional + retaliated against for refusing advances. must stop,"['sexually_harass', 'workplace', 'college', 'intern', 'professional', 'retaliate', 'refusing', 'advance', 'must', 'stop']"
3262,this is why metoo is breaking the internet...this culture...and he’s our president ? motherfuckers please  …,"['break', 'internet', 'culture', 'president', 'motherfucker', 'please']"
3263,metoo this should’ve ended your candidacy...let alone presidency. are you talking about this today ?pic.,"['end', 'candidacy', 'let', 'alone', 'presidency', 'talk', 'today', 'pic']"
3264,metoo,[]
